Age,Gender,Education_Level,Marital_Status,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt_to_Income_Ratio,Assets_Value,Number_of_Dependents,City,State,Country,Previous_Defaults,Marital_Status_Change,Risk_Rating
26,Female,PhD,Widowed,,686,7890,Home,Unemployed,16,Fair,0.122053927,,3,Adamsmouth,WI,Egypt,3,0,Low
69,Female,Master's,Widowed,93878,679,36876,Auto,Self-employed,18,Fair,0.286887831,202748,4,Lake Maryside,NE,Switzerland,,1,High
24,Male,PhD,Single,99883,740,7410,Home,Unemployed,15,Fair,0.171709263,121933,0,Port Karishire,PW,Chile,2,2,Medium
50,Female,Bachelor's,Single,23658,611,42193,Auto,Self-employed,9,Good,0.136988345,159226,1,Christopherbury,WI,Bangladesh,2,1,High
60,Male,High School,Married,,736,11644,Business,Self-employed,6,Poor,0.381492498,159428,,Port Thomasburgh,NM,Holy See (Vatican City State),,2,Medium
22,Male,PhD,Married,106078,725,40992,Auto,Unemployed,14,Good,0.541060486,58615,4,South Miguelberg,VI,United Kingdom,2,2,Low
64,Male,Master's,Divorced,38676,652,35685,Auto,Employed,9,Poor,0.285793678,,0,Lake Laura,MH,Egypt,3,1,Low
19,Female,Bachelor's,Widowed,55449,630,10128,Personal,Unemployed,19,Poor,0.477462968,222415,0,East Sheryl,CO,Luxembourg,1,2,Medium
24,Non-binary,Master's,Single,106120,621,48561,Home,Unemployed,5,Poor,0.311619916,291001,4,South George,RI,Svalbard & Jan Mayen Islands,3,0,Low
31,Non-binary,Master's,Single,44146,618,28674,Auto,Employed,11,Good,0.286152101,,2,Jeanneshire,AL,Angola,2,1,Low
36,Non-binary,Bachelor's,Divorced,110155,670,,Home,Unemployed,3,Fair,0.149966595,91982,0,Ryanfurt,FM,Aruba,4,1,Low
20,Male,Bachelor's,Widowed,90678,,17846,Auto,Self-employed,6,Poor,0.134202419,178658,2,Lake Monica,NC,Venezuela,1,0,Low
37,Male,Bachelor's,Married,41540,713,5111,Personal,Self-employed,14,Poor,0.117816685,47454,1,Swansonfurt,ME,Dominica,4,2,Low
50,Male,PhD,Single,110888,,11600,Auto,Unemployed,10,Excellent,0.557255862,174736,4,Melaniebury,KS,Yemen,1,1,Medium
52,Female,PhD,Single,,651,28928,Home,Self-employed,4,Fair,0.295577461,100194,3,Jenniferstad,TN,San Marino,2,2,Medium
39,Male,Master's,Single,59893,722,21693,Personal,Employed,13,Fair,0.52065211,234037,3,South Kathryn,DE,Mayotte,1,1,Medium
51,Non-binary,Master's,Divorced,41711,626,19715,Auto,Employed,0,Good,0.473013767,111339,4,Burgessfurt,CT,Kuwait,0,1,Low
59,Non-binary,High School,Widowed,23576,726,34162,Personal,Unemployed,9,Good,0.332820859,32629,0,Tomhaven,VA,Nepal,3,2,Low
62,Female,Bachelor's,Widowed,46207,615,36781,Auto,Self-employed,6,Good,0.311230466,282889,4,Castanedashire,FL,Costa Rica,3,2,Medium
65,Male,Master's,Single,37942,730,5240,Business,Self-employed,17,Excellent,0.55023588,165444,3,West Kelseymouth,SC,Guam,3,1,Low
50,Non-binary,Bachelor's,Divorced,59958,678,20079,Personal,Employed,14,Good,0.547017188,124174,4,Lake Danielville,TN,Grenada,4,2,Medium
39,Non-binary,Bachelor's,Divorced,,,45242,Business,Unemployed,0,Excellent,0.375846972,131508,2,Lake Ricardo,TX,Hungary,2,1,Medium
47,Non-binary,Master's,Widowed,66062,778,6329,Business,Self-employed,11,Poor,0.146619688,289997,2,Williamburgh,MT,Costa Rica,,2,Low
22,Non-binary,PhD,Divorced,53208,712,5152,Auto,Employed,9,Good,0.12881282,108323,0,Kathrynshire,WV,Togo,1,0,High
67,Female,Master's,Single,114400,753,26246,Business,Unemployed,16,Poor,0.327130764,,3,Vanessabury,DC,Dominican Republic,4,1,Medium
27,Female,Bachelor's,Divorced,96237,781,,Auto,Self-employed,17,Fair,0.518975223,51257,,Marioshire,NH,Saint Lucia,0,0,Medium
49,Female,High School,Widowed,,733,32861,Auto,Unemployed,16,Fair,0.212861588,271227,1,Martinezfurt,IN,Hong Kong,1,0,Medium
28,Non-binary,PhD,Divorced,45666,,14449,Auto,Employed,3,Poor,0.133798193,,0,South Joshuaberg,TN,Barbados,,0,Low
30,Female,Bachelor's,Married,55284,647,6186,Auto,Self-employed,3,Good,0.482327007,,,North Wendy,NE,Hong Kong,4,2,Medium
36,Male,Master's,Single,98487,616,5785,Personal,Employed,7,Poor,0.319994595,186613,3,Stevenside,PW,Serbia,,0,High
57,Non-binary,PhD,Divorced,113993,735,44979,Personal,Self-employed,3,Excellent,0.352094808,54077,0,North Derek,OK,Niger,4,0,Low
69,Female,Master's,Married,72723,690,7609,Home,Self-employed,17,Poor,0.116272317,286649,0,West Danielleport,TX,Morocco,2,2,Medium
67,Female,Master's,Single,78420,,43724,Business,Unemployed,17,Good,0.498683476,37592,1,Devinmouth,NV,Serbia,3,2,Medium
60,Female,PhD,Widowed,47525,735,8633,Auto,Employed,2,Good,0.261523523,204459,0,East Katherine,ME,Niue,2,1,Low
51,Non-binary,High School,Divorced,,629,43097,Business,Self-employed,15,Poor,0.252024933,227499,2,North Roger,NE,Equatorial Guinea,0,0,Low
43,Male,High School,Married,79595,665,22561,Home,Unemployed,10,Excellent,0.111796273,210660,0,Maxwellchester,WV,Sri Lanka,,1,High
60,Non-binary,Master's,Divorced,50192,668,,Auto,Unemployed,14,Poor,0.480402106,,2,West Brandi,WA,Croatia,,1,Medium
39,Female,Bachelor's,Single,101468,663,25515,Personal,Unemployed,10,Excellent,0.312719753,,,Danielberg,MS,Russian Federation,,1,Medium
52,Male,Master's,Married,73494,702,33132,Business,Self-employed,12,Fair,0.320044467,,1,Robinland,KY,Bouvet Island (Bouvetoya),3,2,Low
29,Male,Master's,Widowed,43758,677,9925,Personal,Unemployed,8,Poor,0.240308228,296464,0,Jeremybury,IN,Cook Islands,,1,Low
38,Male,Master's,Divorced,64411,794,5739,Business,Employed,9,Good,0.191625531,265680,2,Hillmouth,GA,Monaco,0,0,Low
42,Female,Bachelor's,Divorced,109049,696,37651,Business,Unemployed,6,Fair,0.391557738,87169,,New Michaelfurt,PA,Canada,3,2,Low
38,Male,High School,Divorced,103004,774,12980,Home,Unemployed,12,Poor,0.169220018,204003,2,West Patriciaport,NH,Falkland Islands (Malvinas),4,1,Medium
28,Non-binary,High School,Married,115402,768,41417,Personal,Employed,3,Fair,0.245157046,63120,3,Rossview,PW,Norfolk Island,3,0,High
47,Male,Bachelor's,Widowed,44789,796,19373,Auto,Unemployed,3,Good,0.30175991,186328,2,New Shawna,CT,Pakistan,,0,Low
32,Female,Bachelor's,Widowed,112930,631,15413,Home,Self-employed,7,Fair,0.331007311,170794,4,Troyshire,MO,Turkey,0,0,Low
38,Female,High School,Divorced,25015,615,47084,Personal,Self-employed,3,Poor,0.319605629,92488,0,Cynthiaton,SC,Niger,0,1,Low
24,Male,High School,Widowed,119272,704,42677,Auto,Self-employed,6,Fair,0.115190108,111913,3,East Sandramouth,MO,Mexico,2,2,Low
59,Male,Master's,Married,37245,,15523,Personal,Employed,8,Good,0.589003794,,2,Taylorport,MO,Mexico,3,2,Low
32,Female,High School,Widowed,71696,782,,Personal,Unemployed,9,Fair,0.107560945,43561,4,North Kevin,WA,Poland,3,1,High
22,Male,High School,Married,109299,,10283,Auto,Self-employed,1,Poor,0.495401246,155718,,North Cameronshire,MN,Switzerland,3,1,Medium
35,Non-binary,PhD,Widowed,119884,775,45296,Business,Self-employed,19,Fair,0.535417277,233975,1,Ricardoberg,AL,Yemen,0,0,Medium
52,Female,High School,Single,70100,744,19065,Home,Self-employed,8,Poor,0.267613629,,4,West Chrisport,KY,Saint Martin,0,1,Medium
43,Female,High School,Widowed,23217,741,36107,Home,Self-employed,16,Good,0.109365697,66589,2,New Jacobtown,KS,Australia,4,1,Medium
37,Non-binary,Master's,Married,104131,684,38706,Personal,Self-employed,2,Poor,0.410793011,262570,1,East Dustinton,DC,Tajikistan,2,0,Low
18,Female,High School,Married,54638,720,45176,Auto,Self-employed,19,Good,0.424426095,175142,2,Jasonchester,TX,Suriname,,1,High
19,Non-binary,PhD,Divorced,,672,47105,Auto,Employed,8,Good,0.395564395,149398,4,South Sarahmouth,NV,Mali,3,0,Low
24,Female,PhD,Divorced,,681,5062,Home,Unemployed,2,Excellent,0.330097632,247857,0,North Alexisburgh,CO,Brazil,0,0,High
29,Non-binary,PhD,Married,99423,669,,Personal,Self-employed,19,Good,0.270470748,,2,Brandttown,PA,Lithuania,3,0,High
53,Female,PhD,Widowed,45835,630,9170,Personal,Employed,8,Poor,0.349011203,,4,Morrisonport,TN,Uruguay,2,2,Low
62,Male,Bachelor's,Widowed,,788,42939,Personal,Self-employed,12,Good,0.176865749,144384,1,Reyesberg,MS,Monaco,3,0,Low
51,Male,PhD,Married,52286,694,,Business,Employed,8,Excellent,0.450503405,,2,West Tiffanyville,VA,Suriname,0,0,Low
46,Female,High School,Divorced,114485,667,17719,Business,Employed,4,Good,0.234034857,180679,3,Anthonyside,GA,Mayotte,2,2,Low
30,Non-binary,Bachelor's,Married,104982,773,40817,Personal,Unemployed,14,Excellent,0.310929305,98540,4,Jensenchester,MS,Russian Federation,,1,Low
23,Male,High School,Widowed,84930,685,16506,Personal,Unemployed,11,Good,0.45806241,227830,4,New Angela,PR,Sao Tome and Principe,,2,Low
60,Female,High School,Divorced,44119,616,29829,Business,Self-employed,3,Poor,0.37140359,184141,0,West Johnchester,ND,Guernsey,4,1,Low
40,Male,Master's,Single,100641,796,23959,Personal,Unemployed,9,Excellent,0.147378986,,0,Kevinburgh,NC,United States Virgin Islands,4,0,Medium
43,Non-binary,PhD,Divorced,,639,,Home,Employed,4,Good,0.45961326,85897,,North Anne,NM,Burkina Faso,3,2,Medium
49,Female,Master's,Married,27802,,11532,Auto,Unemployed,17,Poor,0.269360683,169261,1,East Eric,PW,Belgium,1,0,Low
27,Male,Bachelor's,Married,49418,642,,Auto,Self-employed,13,Excellent,0.270947659,153608,0,Brittanymouth,KY,Russian Federation,,2,Low
54,Non-binary,PhD,Single,36905,,40116,Personal,Self-employed,0,Good,0.347321995,172577,0,Port Krystalland,CT,Lithuania,1,1,Low
49,Female,High School,Divorced,66533,633,,Auto,Unemployed,12,Fair,0.510400928,207597,2,South Elizabethton,MT,Korea,,1,Low
34,Female,Master's,Married,96133,631,9677,Personal,Unemployed,12,Excellent,0.115076812,265344,4,Rossshire,GA,Lithuania,0,2,Low
64,Male,Master's,Divorced,81589,659,49502,Auto,Employed,4,Excellent,0.473063995,244764,2,Samuelville,AZ,Bouvet Island (Bouvetoya),4,0,Low
57,Female,Bachelor's,Widowed,61224,,,Personal,Self-employed,6,Fair,0.581065163,119929,3,Ortizchester,NH,Turkmenistan,3,2,Low
60,Male,Bachelor's,Married,93124,791,21559,Auto,Self-employed,18,Good,0.337728052,90509,0,Jacobfort,ND,Saint Helena,2,1,Low
49,Female,Bachelor's,Divorced,31226,,29597,Home,Employed,6,Fair,0.180174866,230607,2,New Robertfort,LA,Greenland,3,1,Low
64,Female,Bachelor's,Divorced,89702,752,13575,Business,Employed,9,Excellent,0.136100154,149474,3,Lake Vanessa,DE,Germany,,0,Low
63,Female,PhD,Divorced,80369,759,45434,Auto,Self-employed,10,Good,0.237314221,289186,1,West Raymondburgh,MN,Namibia,4,2,Low
18,Non-binary,High School,Single,44343,716,20590,Home,Employed,1,Good,0.540325073,,3,Kariton,NV,Seychelles,,2,Low
66,Female,PhD,Widowed,,,25840,Personal,Employed,13,Good,0.45987736,208429,0,North Eric,GA,Suriname,1,2,Low
48,Female,High School,Single,,,10721,Business,Employed,17,Excellent,0.216712362,243959,3,Bruceland,WA,Cameroon,0,0,Low
65,Female,Bachelor's,Single,112338,709,,Home,Self-employed,15,Excellent,0.530889343,181157,3,Wrighttown,NV,Eritrea,1,0,Low
31,Male,Bachelor's,Widowed,51182,752,41815,Auto,Self-employed,3,Excellent,0.579574901,22178,2,Washingtonport,MD,Western Sahara,1,0,High
46,Male,High School,Single,29495,620,6143,Personal,Self-employed,18,Good,0.435578647,216388,4,Lake Robertmouth,AK,Peru,4,0,Low
61,Non-binary,Bachelor's,Single,43439,607,19802,Business,Unemployed,18,Fair,0.200334023,161475,1,Port Shawn,OK,Grenada,4,1,Low
49,Non-binary,Master's,Widowed,112534,639,45544,Home,Self-employed,5,Poor,0.545541078,48464,4,New Rebecca,KS,United States Minor Outlying Islands,1,2,High
36,Female,High School,Widowed,77755,604,24355,Auto,Employed,17,Excellent,0.573089439,,3,West Jack,PW,Lebanon,0,0,Low
56,Non-binary,High School,Married,69757,723,31121,Auto,Unemployed,18,Excellent,0.191544496,94648,,East Pamela,IA,Micronesia,3,2,Low
19,Non-binary,Master's,Married,44591,704,41926,Auto,Self-employed,8,Fair,0.423788209,,,Justinland,NV,Tokelau,4,2,Low
59,Male,Bachelor's,Single,55011,755,27562,Business,Self-employed,13,Fair,0.154452862,76561,4,Anitaview,AS,Yemen,,0,Low
54,Female,PhD,Married,94210,755,45882,Business,Employed,6,Excellent,0.213699763,293614,2,Saunderschester,ND,Peru,0,0,Medium
32,Female,Bachelor's,Married,85227,,14532,Auto,Unemployed,7,Poor,0.122021468,287137,0,Gonzalezview,FM,Congo,0,0,Low
69,Male,Master's,Single,96524,703,38530,Auto,Employed,0,Fair,0.299651245,27115,2,Jonesshire,KS,Faroe Islands,4,2,Medium
39,Male,PhD,Divorced,24539,789,16107,Home,Employed,7,Excellent,0.111220265,93619,2,Lisatown,NH,Germany,2,0,Low
67,Non-binary,PhD,Widowed,83828,662,38072,Auto,Employed,3,Excellent,0.130020186,234175,2,Jessicamouth,PA,Lao People's Democratic Republic,0,2,Medium
39,Female,Bachelor's,Married,64420,,17855,Auto,Self-employed,10,Poor,0.190828453,113424,1,Port Nicolestad,GA,Cocos (Keeling) Islands,2,1,Low
33,Male,PhD,Married,20794,737,11073,Home,Unemployed,11,Poor,0.419267018,248812,4,West Dawn,DE,Zambia,2,0,Medium
31,Male,Master's,Widowed,80385,790,34774,Personal,Self-employed,0,Excellent,0.535424228,238785,0,Nielsenhaven,AZ,Congo,4,1,Low
53,Male,PhD,Married,,762,8706,Auto,Employed,12,Good,0.142513134,185815,3,Michaelmouth,NJ,Albania,,2,Low
28,Male,Master's,Widowed,59023,,11663,Home,Employed,8,Poor,0.493872547,169307,4,Lake Davidmouth,NY,Antarctica (the territory South of 60 deg S),2,0,Low
39,Male,Bachelor's,Divorced,108161,657,44577,Auto,Employed,8,Excellent,0.222665668,160466,,Lake Deannaland,HI,Vietnam,0,2,Medium
59,Male,PhD,Married,20972,753,13905,Home,Self-employed,0,Poor,0.139932864,37510,3,East Hannahmouth,MI,Bolivia,4,0,Low
69,Male,PhD,Widowed,75037,685,40819,Business,Unemployed,9,Poor,0.578119472,276311,1,East Karen,RI,Russian Federation,1,2,Low
52,Non-binary,PhD,Single,,754,32442,Home,Self-employed,7,Good,0.233322309,228869,3,Martinview,OH,Uruguay,,0,Low
37,Female,PhD,Single,97123,771,30777,Personal,Self-employed,10,Poor,0.408388534,83719,2,Mayfurt,HI,Palau,4,2,Low
27,Female,PhD,Single,76450,,29964,Auto,Employed,13,Good,0.233230609,110852,,Sandrabury,AR,Cook Islands,,1,Medium
35,Female,Master's,Single,74626,681,26565,Auto,Self-employed,19,Poor,0.586224417,,,Warrenton,TX,Uzbekistan,4,2,High
49,Non-binary,Bachelor's,Married,53800,649,,Business,Self-employed,2,Poor,0.513779353,,0,Jonathonborough,PA,Nepal,2,0,Low
25,Non-binary,PhD,Married,92832,718,45198,Auto,Employed,15,Poor,0.286039885,106439,3,South Claudia,NC,Niue,1,0,Low
22,Non-binary,Master's,Divorced,,719,25732,Personal,Unemployed,12,Fair,0.154716967,115609,0,Debramouth,ID,Uruguay,3,1,Medium
55,Non-binary,Bachelor's,Married,99698,725,39079,Personal,Self-employed,0,Fair,0.224654686,93750,2,North Danielmouth,TX,Saint Martin,1,2,Medium
22,Female,Master's,Widowed,39329,647,,Business,Employed,9,Excellent,0.457606117,217577,0,Lake Paul,CA,Seychelles,1,0,High
64,Female,Master's,Divorced,34059,783,48542,Personal,Unemployed,5,Poor,0.252012768,,2,Alfredville,WY,Algeria,3,2,High
34,Female,High School,Married,67717,724,32578,Business,Unemployed,7,Poor,0.344278259,,2,Alexanderhaven,CT,Dominican Republic,4,2,Low
67,Male,Master's,Married,91082,646,45024,Auto,Self-employed,5,Good,0.594365817,62799,4,Lake James,WA,Mayotte,,1,Medium
37,Female,Bachelor's,Widowed,,621,47918,Home,Unemployed,13,Fair,0.423212564,101637,2,Shawland,DC,Saint Lucia,3,0,Low
50,Non-binary,Master's,Divorced,103460,623,34363,Auto,Unemployed,7,Poor,0.115783506,64808,2,Gonzalezstad,MO,Denmark,1,2,Low
68,Non-binary,Master's,Married,72714,631,22999,Business,Employed,12,Poor,0.504592844,23134,4,Kristinahaven,TN,Luxembourg,,2,Low
35,Non-binary,PhD,Married,,,48635,Auto,Self-employed,8,Good,0.131817871,91569,3,Emilymouth,VA,British Indian Ocean Territory (Chagos Archipelago),0,0,Low
59,Female,PhD,Widowed,107762,786,38375,Home,Unemployed,16,Good,0.404372189,198172,0,Port Brianberg,IN,Seychelles,3,1,Medium
61,Female,High School,Widowed,108706,,47735,Business,Employed,5,Fair,0.231858737,112429,2,Lake Scotthaven,WA,Afghanistan,0,0,Medium
63,Non-binary,High School,Widowed,91616,654,29211,Home,Unemployed,0,Good,0.37473863,285021,0,Jenniferfort,OH,Finland,1,0,Medium
29,Female,PhD,Married,21218,695,,Auto,Employed,1,Fair,0.267063719,289520,,West Marcus,TX,Cape Verde,3,2,Low
36,Female,Bachelor's,Single,115719,629,7717,Personal,Self-employed,1,Poor,0.382976566,127974,1,New Oliviashire,MT,Kuwait,2,1,Low
57,Non-binary,PhD,Single,95082,649,16935,Home,Self-employed,8,Poor,0.325660141,94625,0,New Tamarahaven,OK,Honduras,,0,Low
20,Non-binary,High School,Divorced,100066,682,40863,Personal,Self-employed,5,Good,0.460607845,22404,4,Ballardhaven,AS,Jordan,4,2,High
26,Female,Bachelor's,Divorced,42347,713,30194,Business,Employed,5,Poor,0.463144461,36720,2,North Anthony,AL,Finland,3,2,Medium
39,Female,PhD,Single,85696,665,,Auto,Employed,19,Fair,0.237309653,80653,1,North Jasminbury,AK,Saint Barthelemy,1,0,Low
49,Male,PhD,Divorced,84261,640,49666,Home,Employed,11,Good,0.475576355,299724,0,Erikaberg,AZ,Jordan,4,2,Medium
62,Non-binary,Bachelor's,Divorced,30204,624,37010,Auto,Unemployed,4,Poor,0.578851816,141946,1,West Kim,WA,Guinea-Bissau,3,1,Low
37,Non-binary,Master's,Single,32872,756,20874,Home,Self-employed,15,Poor,0.436637283,147220,4,East Staceytown,NV,Cook Islands,1,0,Low
45,Male,PhD,Widowed,27444,670,6110,Home,Employed,5,Excellent,0.309394919,233568,4,New Jasonfurt,ME,Kazakhstan,4,0,High
59,Male,High School,Widowed,117047,767,30420,Auto,Self-employed,5,Poor,0.242556512,67281,,Petersenmouth,AZ,Mozambique,2,0,Low
45,Non-binary,Master's,Single,118489,725,8210,Business,Employed,8,Good,0.315995381,155283,1,Lake Nicoleburgh,PW,El Salvador,4,0,Medium
66,Non-binary,PhD,Single,58921,708,34994,Business,Employed,4,Poor,0.409200621,284886,4,Ericshire,FL,Georgia,0,1,Medium
20,Female,High School,Widowed,57459,,35290,Personal,Self-employed,7,Poor,0.120305936,184821,4,New Antonioshire,MN,Uzbekistan,4,0,Medium
49,Non-binary,High School,Divorced,45236,743,23341,Personal,Self-employed,3,Fair,0.414050685,106365,,North Christopherfort,PA,Haiti,2,1,Low
64,Non-binary,High School,Single,27837,742,34213,Auto,Self-employed,16,Fair,0.569966568,101550,0,Lake Lisa,WV,Samoa,,2,Low
68,Male,Master's,Divorced,,665,,Auto,Self-employed,9,Fair,0.401043469,100417,,South Benjamintown,NM,British Virgin Islands,3,2,High
56,Non-binary,High School,Divorced,104688,782,42080,Home,Unemployed,10,Good,0.384358189,119743,0,Lucasstad,WY,Armenia,1,2,High
46,Male,High School,Widowed,29145,709,,Home,Employed,2,Poor,0.343598301,290144,0,New Mariomouth,NV,South Georgia and the South Sandwich Islands,2,2,Low
27,Non-binary,Master's,Divorced,31093,,37961,Personal,Employed,18,Good,0.53262653,32998,0,New Cherylshire,NM,Russian Federation,,2,Low
49,Non-binary,Bachelor's,Married,35493,640,13998,Business,Self-employed,16,Good,0.264711277,,1,Jeffreychester,KS,Bulgaria,4,1,Low
45,Female,Master's,Widowed,39056,,12238,Business,Self-employed,7,Fair,0.589231273,101890,0,Port Michellehaven,WV,Montenegro,,0,Low
52,Female,PhD,Married,51716,792,29942,Business,Self-employed,15,Excellent,0.545338664,,1,Adamsstad,GU,Bahamas,3,0,Medium
25,Male,Bachelor's,Divorced,114414,659,7012,Personal,Employed,0,Fair,0.267338011,167209,2,South Robertview,MA,Comoros,2,1,Low
62,Female,PhD,Married,21223,639,17587,Auto,Self-employed,19,Fair,0.517050319,216580,3,Whiteton,MP,Barbados,3,1,Low
36,Male,PhD,Single,34864,782,11357,Auto,Unemployed,1,Poor,0.322304125,,,Port Megan,WA,Faroe Islands,1,1,High
64,Non-binary,PhD,Divorced,112489,772,18035,Business,Self-employed,5,Good,0.279842187,240769,2,Vangfurt,MH,Mongolia,3,0,Medium
59,Male,High School,Widowed,99882,,48904,Home,Self-employed,3,Poor,0.516604432,,3,Michaelfurt,CA,Malawi,2,1,Medium
35,Non-binary,Bachelor's,Widowed,86220,730,5385,Auto,Self-employed,17,Excellent,0.334294936,,,Juanstad,OK,Micronesia,2,2,High
36,Female,Bachelor's,Married,40734,656,35778,Home,Employed,19,Good,0.376579516,66076,,Meyerborough,AZ,Rwanda,1,1,Medium
48,Female,PhD,Divorced,109833,665,31151,Home,Self-employed,0,Fair,0.33171231,147114,1,Armstrongborough,KY,Guinea,1,0,Medium
53,Male,High School,Divorced,51657,752,13471,Personal,Employed,0,Fair,0.248837745,25898,1,New Timothy,OH,South Georgia and the South Sandwich Islands,0,2,Medium
55,Non-binary,High School,Married,42416,,39421,Home,Employed,13,Good,0.142245585,183166,2,Lake Joshua,WV,Brunei Darussalam,4,2,High
44,Male,PhD,Single,82235,,41636,Personal,Employed,18,Excellent,0.28673969,298246,1,New Nicholas,SD,British Indian Ocean Territory (Chagos Archipelago),2,1,Low
52,Male,Master's,Single,60455,611,34180,Home,Unemployed,7,Excellent,0.202132117,33208,3,Port Justinville,MH,Tuvalu,0,2,Low
61,Male,Bachelor's,Divorced,82303,740,45679,Home,Unemployed,14,Poor,0.231465096,64211,1,East Jonathan,RI,Mexico,4,1,Low
43,Male,High School,Divorced,,701,25472,Auto,Employed,19,Poor,0.299526202,238829,,East Matthewland,MT,Senegal,3,2,Low
66,Non-binary,Master's,Married,98572,763,22680,Home,Self-employed,7,Poor,0.237502094,,1,Jamesborough,ID,Nepal,3,0,Low
48,Male,High School,Single,38226,779,17161,Auto,Employed,10,Excellent,0.546989919,143612,4,Anthonymouth,MA,San Marino,3,2,Low
68,Non-binary,Bachelor's,Widowed,80155,715,45126,Auto,Employed,3,Good,0.140734812,,0,East Seanton,VA,Mongolia,1,1,Low
54,Female,High School,Married,27771,713,13476,Business,Self-employed,0,Good,0.362791731,95825,1,Beckville,NC,Mozambique,2,1,Low
55,Female,PhD,Divorced,70546,,19714,Home,Employed,8,Poor,0.327288271,68743,4,Port Samuelview,MT,Bolivia,2,1,Medium
40,Female,Master's,Single,114450,787,49311,Auto,Employed,2,Poor,0.33666998,196558,0,Dawnburgh,OK,San Marino,0,1,Low
34,Female,PhD,Single,118531,611,28718,Home,Employed,8,Excellent,0.15958794,73318,1,Donaldburgh,WY,Western Sahara,4,2,Medium
55,Non-binary,Master's,Married,34693,787,,Personal,Employed,10,Poor,0.15375155,,4,North Dana,NH,Cambodia,1,0,Low
22,Male,Bachelor's,Married,46714,621,38052,Home,Employed,18,Good,0.332787795,,3,Cynthiashire,WA,Haiti,,2,Low
58,Non-binary,Bachelor's,Single,86201,602,21335,Home,Employed,9,Fair,0.485453138,53878,0,Port Davidbury,NC,United Kingdom,2,1,Medium
23,Male,Master's,Divorced,71921,682,32639,Business,Unemployed,6,Fair,0.503009389,299945,3,New Stevenville,MS,Hungary,,2,Low
64,Non-binary,Bachelor's,Widowed,45475,671,32875,Home,Self-employed,1,Fair,0.589426483,41939,0,Arnoldborough,MT,Mexico,0,0,Low
30,Male,Bachelor's,Single,,652,8275,Home,Unemployed,3,Excellent,0.187199794,199938,0,Haydenshire,AK,Qatar,,1,Medium
19,Male,High School,Widowed,103335,654,18626,Business,Unemployed,13,Poor,0.424192677,196952,,Katherinemouth,PR,Korea,0,0,Medium
53,Female,High School,Married,,,18042,Business,Self-employed,16,Poor,0.46306814,81019,1,Port Dannystad,SD,Chad,2,2,Low
47,Non-binary,PhD,Widowed,103606,753,39398,Home,Self-employed,4,Good,0.514892642,,,West Andrewberg,PR,Guinea,2,0,Medium
55,Female,Bachelor's,Widowed,,682,17669,Home,Self-employed,8,Good,0.25844765,124016,3,North Stevenburgh,MN,Solomon Islands,2,1,Low
32,Female,PhD,Married,30807,657,28581,Business,Unemployed,4,Excellent,0.487868313,46049,2,Miketon,ND,French Guiana,2,1,Low
36,Female,Bachelor's,Widowed,45406,,38837,Business,Employed,8,Excellent,0.295106964,101757,4,East Mandy,VT,Bahamas,3,2,High
49,Female,Bachelor's,Widowed,79183,648,40472,Personal,Self-employed,15,Poor,0.347102437,177122,3,Brownfort,MH,Barbados,1,1,Low
46,Male,Master's,Married,25413,601,5733,Auto,Self-employed,4,Fair,0.264455362,230573,,Fuentesbury,IL,Isle of Man,3,1,Low
39,Male,High School,Widowed,66235,,22592,Business,Self-employed,4,Fair,0.498409947,263020,2,South Brianton,AL,United States of America,4,1,Low
18,Female,PhD,Married,110447,767,7415,Home,Employed,18,Good,0.297408168,202149,2,Mistyfort,CA,Eritrea,3,0,Low
48,Male,PhD,Divorced,110488,,47894,Business,Self-employed,1,Excellent,0.582088797,101113,4,North Stephenton,IL,Norfolk Island,3,0,Low
23,Male,High School,Widowed,85873,741,42572,Personal,Self-employed,9,Good,0.161976163,260010,1,North Chelsea,WA,Nauru,0,1,Low
42,Male,Master's,Divorced,118475,653,34745,Business,Unemployed,1,Poor,0.136957989,175204,3,Andreton,WV,Bouvet Island (Bouvetoya),4,1,Low
46,Female,High School,Single,95023,627,5648,Auto,Self-employed,18,Good,0.129125566,66010,3,South Craig,WV,Peru,,2,Low
60,Male,Master's,Widowed,45538,744,8546,Business,Employed,2,Excellent,0.353959436,86669,,Jacquelinetown,MD,Greece,1,2,Low
30,Female,High School,Widowed,112305,780,36361,Home,Unemployed,17,Fair,0.540170928,108452,1,New Colleen,SC,Bermuda,1,2,High
32,Female,Bachelor's,Single,53314,,,Auto,Unemployed,2,Poor,0.569334506,205126,,New Davidborough,NY,Cook Islands,2,1,High
37,Non-binary,Master's,Single,59140,728,12018,Auto,Employed,14,Excellent,0.545227636,,0,Wattsside,DE,Dominican Republic,,0,Medium
25,Male,High School,Divorced,85957,756,33344,Personal,Employed,9,Fair,0.48796568,293088,0,Jessicaberg,SD,Saint Lucia,4,0,High
19,Female,High School,Married,44509,774,7800,Business,Self-employed,17,Excellent,0.324265663,31645,1,Norrisport,FL,Suriname,3,1,Low
21,Male,Bachelor's,Married,97017,614,41646,Auto,Employed,12,Fair,0.505275052,111831,0,Rachelstad,VI,Georgia,1,1,Low
57,Female,Master's,Divorced,101975,799,30736,Home,Employed,8,Poor,0.395360342,108729,0,North Amy,MO,Sierra Leone,2,1,Low
